2020/07/29 16:22:51 	1.14	2020-07-29 16:22:51.600
2020/07/29 16:22:51 	1.14	2020-07-29 16:22:51.700
2020/07/29 16:22:52 	1.13	2020-07-29 16:22:52.900
2020/07/29 16:22:53 	1.16	2020-07-29 16:22:53.600
2020/07/29 16:22:54 	1.14	2020-07-29 16:22:54.800
2020/07/29 16:22:55 	1.12	2020-07-29 16:22:55.500
2020/07/29 16:22:56 	1.13	2020-07-29 16:22:56.500
2020/07/29 16:22:57 	1.13	2020-07-29 16:22:57.700
2020/07/29 16:22:58 	1.16	2020-07-29 16:22:58.300
2020/07/29 16:22:58 	1.14	2020-07-29 16:22:58.600
2020/07/29 16:22:59 	1.14	2020-07-29 16:22:59.300
2020/07/29 16:22:59 	1.13	2020-07-29 16:22:59.700
2020/07/29 16:23:00 	1.14	2020-07-29 16:23:00.200
2020/07/29 16:23:00 	1.14	2020-07-29 16:23:00.400
2020/07/29 16:23:01 	1.14	2020-07-29 16:23:01.100
2020/07/29 16:23:01 	1.14	2020-07-29 16:23:01.400
2020/07/29 16:23:01 	1.14	2020-07-29 16:23:01.600
2020/07/29 16:23:02 	1.14	2020-07-29 16:23:02.100
2020/07/29 16:23:03 	1.14	2020-07-29 16:23:03.000
2020/07/29 16:23:04 	1.16	2020-07-29 16:23:04.100
2020/07/29 16:23:04 	1.14	2020-07-29 16:23:04.800
2020/07/29 16:23:05 	1.12	2020-07-29 16:23:05.800
2020/07/29 16:23:06 	1.13	2020-07-29 16:23:06.500
2020/07/29 16:23:06 	1.14	2020-07-29 16:23:06.900
2020/07/29 16:23:07 	1.14	2020-07-29 16:23:07.600
2020/07/29 16:23:09 	1.13	2020-07-29 16:23:09.000
2020/07/29 16:23:09 	1.14	2020-07-29 16:23:09.900
2020/07/29 16:23:11 	1.14	2020-07-29 16:23:11.300
2020/07/29 16:23:12 	1.14	2020-07-29 16:23:12.000
2020/07/29 16:23:12 	1.14	2020-07-29 16:23:12.400
2020/07/29 16:26:15 	1.21	2020-07-29 16:26:15.600
2020/07/29 16:26:16 	1.34	2020-07-29 16:26:16.000
2020/07/29 16:26:16 	2.2	2020-07-29 16:26:16.700
2020/07/29 16:26:17 	2.29	2020-07-29 16:26:17.200
2020/07/29 16:26:17 	1.97	2020-07-29 16:26:17.900
2020/07/29 16:26:18 	2.02	2020-07-29 16:26:18.500
2020/07/29 16:26:19 	2.45	2020-07-29 16:26:19.100
2020/07/29 16:26:19 	2.4	2020-07-29 16:26:19.600
2020/07/29 16:26:20 	2.43	2020-07-29 16:26:20.300
2020/07/29 16:26:21 	2.42	2020-07-29 16:26:20.900
2020/07/29 16:26:21 	2.4	2020-07-29 16:26:21.700
2020/07/29 16:26:22 	2.11	2020-07-29 16:26:22.200
2020/07/29 16:26:22 	2.06	2020-07-29 16:26:22.500
2020/07/29 16:26:22 	1.93	2020-07-29 16:26:22.800
2020/07/29 16:26:23 	1.8	2020-07-29 16:26:23.800
2020/07/29 16:26:24 	2.03	2020-07-29 16:26:24.800
2020/07/29 16:26:25 	3.18	2020-07-29 16:26:25.700
2020/07/29 16:26:26 	3.09	2020-07-29 16:26:26.400
2020/07/29 16:26:27 	3.33	2020-07-29 16:26:27.000
2020/07/29 16:26:27 	5.41	2020-07-29 16:26:27.500
2020/07/29 16:26:28 	9	2020-07-29 16:26:28.000
2020/07/29 16:26:28 	13.03	2020-07-29 16:26:28.700
2020/07/29 16:26:29 	15.44	2020-07-29 16:26:29.100
2020/07/29 16:26:29 	17.38	2020-07-29 16:26:29.400
2020/07/29 16:26:30 	21.63	2020-07-29 16:26:30.100
2020/07/29 16:26:30 	22.92	2020-07-29 16:26:30.400
2020/07/29 16:26:30 	20.99	2020-07-29 16:26:30.800
2020/07/29 16:26:32 	17.84	2020-07-29 16:26:31.900
2020/07/29 16:26:32 	17.36	2020-07-29 16:26:32.200
2020/07/29 16:26:32 	17.25	2020-07-29 16:26:32.700
2020/07/29 16:26:33 	17.22	2020-07-29 16:26:33.100
2020/07/29 16:26:34 	17.65	2020-07-29 16:26:34.000
2020/07/29 16:26:34 	16.85	2020-07-29 16:26:34.900
2020/07/29 16:26:35 	16.58	2020-07-29 16:26:35.200
2020/07/29 16:26:35 	16.89	2020-07-29 16:26:35.400
2020/07/29 16:26:35 	16.87	2020-07-29 16:26:35.900
2020/07/29 16:26:36 	16.97	2020-07-29 16:26:36.800
2020/07/29 16:26:37 	16.91	2020-07-29 16:26:37.200
2020/07/29 16:26:37 	17.03	2020-07-29 16:26:37.700
2020/07/29 16:26:38 	16.53	2020-07-29 16:26:38.000
2020/07/29 16:26:38 	16.44	2020-07-29 16:26:38.900
2020/07/29 16:26:39 	16.01	2020-07-29 16:26:39.300
2020/07/29 16:26:40 	16.75	2020-07-29 16:26:40.300
2020/07/29 16:26:41 	16.42	2020-07-29 16:26:41.000
2020/07/29 16:26:41 	16.21	2020-07-29 16:26:41.600
2020/07/29 16:26:41 	16.26	2020-07-29 16:26:41.900
2020/07/29 16:26:42 	16.47	2020-07-29 16:26:42.300
2020/07/29 16:26:42 	16.64	2020-07-29 16:26:42.600
2020/07/29 16:27:05 	2.29	2020-07-29 16:27:05.700
2020/07/29 16:27:06 	2.4	2020-07-29 16:27:06.300
2020/07/29 16:27:06 	2.67	2020-07-29 16:27:06.600
2020/07/29 16:27:06 	2.77	2020-07-29 16:27:06.800
2020/07/29 16:27:07 	1.91	2020-07-29 16:27:07.400
2020/07/29 16:27:07 	1.92	2020-07-29 16:27:07.800
2020/07/29 16:27:08 	1.9	2020-07-29 16:27:08.000
2020/07/29 16:27:08 	2.36	2020-07-29 16:27:08.700
2020/07/29 16:27:09 	2.36	2020-07-29 16:27:09.200
2020/07/29 16:27:09 	2.36	2020-07-29 16:27:09.800
2020/07/29 16:27:10 	2.35	2020-07-29 16:27:10.100
2020/07/29 16:27:10 	2.35	2020-07-29 16:27:10.600
2020/07/29 16:27:10 	2.36	2020-07-29 16:27:10.800
2020/07/29 16:27:11 	2.35	2020-07-29 16:27:11.300
2020/07/29 16:27:12 	2.35	2020-07-29 16:27:12.000
2020/07/29 16:27:12 	2.36	2020-07-29 16:27:12.700
2020/07/29 16:27:13 	2.35	2020-07-29 16:27:13.000
2020/07/29 16:27:14 	2.36	2020-07-29 16:27:14.100
2020/07/29 16:27:15 	1.96	2020-07-29 16:27:15.400
2020/07/29 16:27:16 	1.81	2020-07-29 16:27:16.600
2020/07/29 16:27:16 	1.8	2020-07-29 16:27:16.900
2020/07/29 16:27:18 	2.46	2020-07-29 16:27:18.400
2020/07/29 16:27:19 	1.85	2020-07-29 16:27:19.300
2020/07/29 16:27:19 	1.83	2020-07-29 16:27:19.900
2020/07/29 16:27:20 	1.85	2020-07-29 16:27:20.500
2020/07/29 16:27:20 	1.85	2020-07-29 16:27:20.700
2020/07/29 16:27:21 	1.85	2020-07-29 16:27:21.400
2020/07/29 16:27:21 	1.86	2020-07-29 16:27:21.800
2020/07/29 16:27:22 	1.85	2020-07-29 16:27:22.400
2020/07/29 16:27:22 	1.86	2020-07-29 16:27:22.800
2020/07/29 16:27:23 	1.85	2020-07-29 16:27:23.200
2020/07/29 16:27:24 	1.83	2020-07-29 16:27:24.400
2020/07/29 16:27:24 	1.85	2020-07-29 16:27:24.900
2020/07/29 16:27:25 	1.86	2020-07-29 16:27:25.400
2020/07/29 16:27:25 	1.86	2020-07-29 16:27:25.600
2020/07/29 16:27:26 	1.85	2020-07-29 16:27:26.400
2020/07/29 16:27:33 	1.85	2020-07-29 16:27:33.500
2020/07/29 16:27:34 	1.86	2020-07-29 16:27:34.700
2020/07/29 16:27:39 	1.86	2020-07-29 16:27:39.800
2020/07/29 16:27:40 	1.85	2020-07-29 16:27:40.000
2020/07/29 16:27:40 	1.85	2020-07-29 16:27:40.100
2020/07/29 16:27:40 	1.85	2020-07-29 16:27:40.300
2020/07/29 16:27:40 	1.85	2020-07-29 16:27:40.400
2020/07/29 16:27:40 	1.85	2020-07-29 16:27:40.600
2020/07/29 16:27:42 	1.85	2020-07-29 16:27:42.300
2020/07/29 16:27:42 	1.85	2020-07-29 16:27:42.700
2020/07/29 16:27:43 	1.86	2020-07-29 16:27:43.200
2020/07/29 16:27:43 	1.86	2020-07-29 16:27:43.900
