2020/07/29 16:22:51 	0	2020-07-29 16:22:51.600
2020/07/29 16:22:51 	0	2020-07-29 16:22:51.800
2020/07/29 16:22:51 	0	2020-07-29 16:22:51.900
2020/07/29 16:22:52 	0	2020-07-29 16:22:52.000
2020/07/29 16:22:52 	0	2020-07-29 16:22:52.200
2020/07/29 16:22:52 	0	2020-07-29 16:22:52.300
2020/07/29 16:22:52 	0	2020-07-29 16:22:52.400
2020/07/29 16:22:53 	0	2020-07-29 16:22:53.200
2020/07/29 16:22:54 	0	2020-07-29 16:22:54.700
2020/07/29 16:22:55 	0	2020-07-29 16:22:55.600
2020/07/29 16:22:56 	0	2020-07-29 16:22:56.300
2020/07/29 16:22:57 	0	2020-07-29 16:22:57.300
2020/07/29 16:22:57 	0	2020-07-29 16:22:57.600
2020/07/29 16:22:57 	0	2020-07-29 16:22:57.800
2020/07/29 16:22:58 	0	2020-07-29 16:22:58.300
2020/07/29 16:22:59 	0	2020-07-29 16:22:59.600
2020/07/29 16:22:59 	0	2020-07-29 16:22:59.900
2020/07/29 16:23:00 	0	2020-07-29 16:23:00.600
2020/07/29 16:23:01 	0	2020-07-29 16:23:01.400
2020/07/29 16:23:01 	0	2020-07-29 16:23:01.900
2020/07/29 16:23:02 	0	2020-07-29 16:23:02.100
2020/07/29 16:23:02 	0	2020-07-29 16:23:02.900
2020/07/29 16:23:04 	0	2020-07-29 16:23:04.200
2020/07/29 16:23:04 	0	2020-07-29 16:23:04.900
2020/07/29 16:23:05 	0	2020-07-29 16:23:05.200
2020/07/29 16:23:05 	0	2020-07-29 16:23:05.700
2020/07/29 16:23:07 	0	2020-07-29 16:23:07.000
2020/07/29 16:23:07 	0	2020-07-29 16:23:07.700
2020/07/29 16:23:08 	0	2020-07-29 16:23:08.700
2020/07/29 16:23:09 	0	2020-07-29 16:23:09.500
2020/07/29 16:23:10 	0	2020-07-29 16:23:10.000
2020/07/29 16:23:11 	0	2020-07-29 16:23:11.000
2020/07/29 16:23:11 	0	2020-07-29 16:23:11.800
2020/07/29 16:23:12 	0	2020-07-29 16:23:12.000
2020/07/29 16:23:12 	0	2020-07-29 16:23:12.900
2020/07/29 16:26:15 	0	2020-07-29 16:26:15.600
2020/07/29 16:26:16 	0	2020-07-29 16:26:16.200
2020/07/29 16:26:16 	0	2020-07-29 16:26:16.900
2020/07/29 16:26:17 	0	2020-07-29 16:26:17.900
2020/07/29 16:26:18 	0	2020-07-29 16:26:18.400
2020/07/29 16:26:19 	0	2020-07-29 16:26:19.400
2020/07/29 16:26:20 	0	2020-07-29 16:26:20.800
2020/07/29 16:26:20 	0	2020-07-29 16:26:20.900
2020/07/29 16:26:21 	0	2020-07-29 16:26:21.000
2020/07/29 16:26:21 	0	2020-07-29 16:26:21.200
2020/07/29 16:26:21 	0	2020-07-29 16:26:21.200
2020/07/29 16:26:21 	0	2020-07-29 16:26:21.400
2020/07/29 16:26:21 	0	2020-07-29 16:26:21.500
2020/07/29 16:26:24 	0	2020-07-29 16:26:24.100
2020/07/29 16:26:24 	0	2020-07-29 16:26:24.500
2020/07/29 16:26:25 	0	2020-07-29 16:26:25.000
2020/07/29 16:26:25 	0	2020-07-29 16:26:25.400
2020/07/29 16:26:26 	0	2020-07-29 16:26:26.100
2020/07/29 16:26:27 	0	2020-07-29 16:26:27.100
2020/07/29 16:26:27 	0	2020-07-29 16:26:27.500
2020/07/29 16:26:28 	0	2020-07-29 16:26:28.300
2020/07/29 16:26:29 	0	2020-07-29 16:26:29.200
2020/07/29 16:26:29 	0	2020-07-29 16:26:29.700
2020/07/29 16:26:30 	0	2020-07-29 16:26:30.300
2020/07/29 16:26:31 	0	2020-07-29 16:26:31.000
2020/07/29 16:26:31 	0	2020-07-29 16:26:31.300
2020/07/29 16:26:32 	0	2020-07-29 16:26:31.900
2020/07/29 16:26:32 	0	2020-07-29 16:26:32.600
2020/07/29 16:26:33 	0	2020-07-29 16:26:33.800
2020/07/29 16:26:34 	0	2020-07-29 16:26:34.300
2020/07/29 16:26:35 	0	2020-07-29 16:26:35.200
2020/07/29 16:26:35 	0	2020-07-29 16:26:35.700
2020/07/29 16:26:36 	0	2020-07-29 16:26:36.400
2020/07/29 16:26:37 	0	2020-07-29 16:26:37.000
2020/07/29 16:26:37 	0	2020-07-29 16:26:37.500
2020/07/29 16:26:38 	0	2020-07-29 16:26:38.200
2020/07/29 16:26:39 	0	2020-07-29 16:26:39.400
2020/07/29 16:26:40 	0	2020-07-29 16:26:40.800
2020/07/29 16:26:41 	0	2020-07-29 16:26:41.500
2020/07/29 16:26:42 	0	2020-07-29 16:26:42.800
2020/07/29 16:27:04 	0	2020-07-29 16:27:04.600
2020/07/29 16:27:06 	0	2020-07-29 16:27:06.100
2020/07/29 16:27:07 	0	2020-07-29 16:27:07.300
